Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"190511","CVE-2023-5679","7.8","High","192.168.30.150","tcp","0","Debian dsa-5621 : bind9 - security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 11 / 12 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dsa-5621 advisory.

  - The DNS message parsing code in `named` includes a section whose computational complexity is overly high.
    It does not cause problems for typical DNS traffic, but crafted queries and responses may cause excessive
    CPU load on the affected `named` instance by exploiting this flaw. This issue affects both authoritative
    servers and recursive resolvers. This issue affects BIND 9 versions 9.0.0 through 9.16.45, 9.18.0 through
    9.18.21, 9.19.0 through 9.19.19, 9.9.3-S1 through 9.11.37-S1, 9.16.8-S1 through 9.16.45-S1, and 9.18.11-S1
    through 9.18.21-S1. (CVE-2023-4408)

  - Certain DNSSEC aspects of the DNS protocol (in RFC 4033, 4034, 4035, 6840, and related RFCs) allow remote
    attackers to cause a denial of service (CPU consumption) via one or more DNSSEC responses, aka the
    KeyTrap issue. One of the concerns is that, when there is a zone with many DNSKEY and RRSIG records, the
    protocol specification implies that an algorithm must evaluate all combinations of DNSKEY and RRSIG
    records. (CVE-2023-50387)

  - The Closest Encloser Proof aspect of the DNS protocol (in RFC 5155 when RFC 9276 guidance is skipped)
    allows remote attackers to cause a denial of service (CPU consumption for SHA-1 computations) via DNSSEC
    responses in a random subdomain attack, aka the NSEC3 issue. The RFC 5155 specification implies that an
    algorithm must perform thousands of iterations of a hash function in certain situations. (CVE-2023-50868)

  - A flaw in query-handling code can cause `named` to exit prematurely with an assertion failure when: -
    `nxdomain-redirect <domain>;` is configured, and - the resolver receives a PTR query for an RFC 1918
    address that would normally result in an authoritative NXDOMAIN response. This issue affects BIND 9
    versions 9.12.0 through 9.16.45, 9.18.0 through 9.18.21, 9.19.0 through 9.19.19, 9.16.8-S1 through
    9.16.45-S1, and 9.18.11-S1 through 9.18.21-S1. (CVE-2023-5517)

  - A bad interaction between DNS64 and serve-stale may cause `named` to crash with an assertion failure
    during recursive resolution, when both of these features are enabled. This issue affects BIND 9 versions
    9.16.12 through 9.16.45, 9.18.0 through 9.18.21, 9.19.0 through 9.19.19, 9.16.12-S1 through 9.16.45-S1,
    and 9.18.11-S1 through 9.18.21-S1. (CVE-2023-5679)

  - To keep its cache database efficient, `named` running as a recursive resolver occasionally attempts to
    clean up the database. It uses several methods, including some that are asynchronous: a small chunk of
    memory pointing to the cache element that can be cleaned up is first allocated and then queued for later
    processing. It was discovered that if the resolver is continuously processing query patterns triggering
    this type of cache-database maintenance, `named` may not be able to handle the cleanup events in a timely
    manner. This in turn enables the list of queued cleanup events to grow infinitely large over time,
    allowing the configured `max-cache-size` limit to be significantly exceeded. This issue affects BIND 9
    versions 9.16.0 through 9.16.45 and 9.16.8-S1 through 9.16.45-S1. (CVE-2023-6516)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the bind9 packages.","https://packages.debian.org/source/bookworm/bind9
https://packages.debian.org/source/bullseye/bind9
https://security-tracker.debian.org/tracker/source-package/bind9
https://security-tracker.debian.org/tracker/CVE-2023-4408
https://security-tracker.debian.org/tracker/CVE-2023-50387
https://security-tracker.debian.org/tracker/CVE-2023-50868
https://security-tracker.debian.org/tracker/CVE-2023-5517
https://security-tracker.debian.org/tracker/CVE-2023-5679
https://security-tracker.debian.org/tracker/CVE-2023-6516","
Remote package installed : bind9-dnsutils_1:9.18.19-1~deb12u1
Should be : bind9-dnsutils_1:9.18.24-1
Remote package installed : bind9-host_1:9.18.19-1~deb12u1
Should be : bind9-host_1:9.18.24-1
Remote package installed : bind9-libs_1:9.18.19-1~deb12u1
Should be : bind9-libs_1:9.18.24-1
"
"190511","CVE-2023-6516","7.8","High","192.168.30.150","tcp","0","Debian dsa-5621 : bind9 - security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 11 / 12 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dsa-5621 advisory.

  - The DNS message parsing code in `named` includes a section whose computational complexity is overly high.
    It does not cause problems for typical DNS traffic, but crafted queries and responses may cause excessive
    CPU load on the affected `named` instance by exploiting this flaw. This issue affects both authoritative
    servers and recursive resolvers. This issue affects BIND 9 versions 9.0.0 through 9.16.45, 9.18.0 through
    9.18.21, 9.19.0 through 9.19.19, 9.9.3-S1 through 9.11.37-S1, 9.16.8-S1 through 9.16.45-S1, and 9.18.11-S1
    through 9.18.21-S1. (CVE-2023-4408)

  - Certain DNSSEC aspects of the DNS protocol (in RFC 4033, 4034, 4035, 6840, and related RFCs) allow remote
    attackers to cause a denial of service (CPU consumption) via one or more DNSSEC responses, aka the
    KeyTrap issue. One of the concerns is that, when there is a zone with many DNSKEY and RRSIG records, the
    protocol specification implies that an algorithm must evaluate all combinations of DNSKEY and RRSIG
    records. (CVE-2023-50387)

  - The Closest Encloser Proof aspect of the DNS protocol (in RFC 5155 when RFC 9276 guidance is skipped)
    allows remote attackers to cause a denial of service (CPU consumption for SHA-1 computations) via DNSSEC
    responses in a random subdomain attack, aka the NSEC3 issue. The RFC 5155 specification implies that an
    algorithm must perform thousands of iterations of a hash function in certain situations. (CVE-2023-50868)

  - A flaw in query-handling code can cause `named` to exit prematurely with an assertion failure when: -
    `nxdomain-redirect <domain>;` is configured, and - the resolver receives a PTR query for an RFC 1918
    address that would normally result in an authoritative NXDOMAIN response. This issue affects BIND 9
    versions 9.12.0 through 9.16.45, 9.18.0 through 9.18.21, 9.19.0 through 9.19.19, 9.16.8-S1 through
    9.16.45-S1, and 9.18.11-S1 through 9.18.21-S1. (CVE-2023-5517)

  - A bad interaction between DNS64 and serve-stale may cause `named` to crash with an assertion failure
    during recursive resolution, when both of these features are enabled. This issue affects BIND 9 versions
    9.16.12 through 9.16.45, 9.18.0 through 9.18.21, 9.19.0 through 9.19.19, 9.16.12-S1 through 9.16.45-S1,
    and 9.18.11-S1 through 9.18.21-S1. (CVE-2023-5679)

  - To keep its cache database efficient, `named` running as a recursive resolver occasionally attempts to
    clean up the database. It uses several methods, including some that are asynchronous: a small chunk of
    memory pointing to the cache element that can be cleaned up is first allocated and then queued for later
    processing. It was discovered that if the resolver is continuously processing query patterns triggering
    this type of cache-database maintenance, `named` may not be able to handle the cleanup events in a timely
    manner. This in turn enables the list of queued cleanup events to grow infinitely large over time,
    allowing the configured `max-cache-size` limit to be significantly exceeded. This issue affects BIND 9
    versions 9.16.0 through 9.16.45 and 9.16.8-S1 through 9.16.45-S1. (CVE-2023-6516)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the bind9 packages.","https://packages.debian.org/source/bookworm/bind9
https://packages.debian.org/source/bullseye/bind9
https://security-tracker.debian.org/tracker/source-package/bind9
https://security-tracker.debian.org/tracker/CVE-2023-4408
https://security-tracker.debian.org/tracker/CVE-2023-50387
https://security-tracker.debian.org/tracker/CVE-2023-50868
https://security-tracker.debian.org/tracker/CVE-2023-5517
https://security-tracker.debian.org/tracker/CVE-2023-5679
https://security-tracker.debian.org/tracker/CVE-2023-6516","
Remote package installed : bind9-dnsutils_1:9.18.19-1~deb12u1
Should be : bind9-dnsutils_1:9.18.24-1
Remote package installed : bind9-host_1:9.18.19-1~deb12u1
Should be : bind9-host_1:9.18.24-1
Remote package installed : bind9-libs_1:9.18.19-1~deb12u1
Should be : bind9-libs_1:9.18.24-1
"
"191783","CVE-2024-24806","7.5","High","192.168.30.150","tcp","0","Debian dsa-5638 : libuv1 - security update","The remote Debian host is missing a security-related update.","The remote Debian 11 / 12 host has packages installed that are affected by a vulnerability as referenced in the dsa-5638
advisory.

    -----BEGIN PGP SIGNED MESSAGE-----
    Hash: SHA512

    - -------------------------------------------------------------------------
    Debian Security Advisory DSA-5638-1                   security@debian.org
    https://www.debian.org/security/                     Salvatore Bonaccorso
    March 10, 2024                        https://www.debian.org/security/faq
    - -------------------------------------------------------------------------

    Package        : libuv1
    CVE ID         : CVE-2024-24806
    Debian Bug     : 1063484

    It was discovered that the uv_getaddrinfo() function in libuv, an
    asynchronous event notification library, incorrectly truncated certain
    hostnames, which may result in bypass of security measures on internal
    APIs or SSRF attacks.

    For the oldstable distribution (bullseye), this problem has been fixed
    in version 1.40.0-2+deb11u1.

    For the stable distribution (bookworm), this problem has been fixed in
    version 1.44.2-1+deb12u1.

    We recommend that you upgrade your libuv1 packages.

    For the detailed security status of libuv1 please refer to
    its security tracker page at:
    https://security-tracker.debian.org/tracker/libuv1

    Further information about Debian Security Advisories, how to apply
    these updates to your system and frequently asked questions can be
    found at: https://www.debian.org/security/

    Mailing list: debian-security-announce@lists.debian.org
    -----BEGIN PGP SIGNATURE-----

    iQKTBAEBCgB9FiEERkRAmAjBceBVMd3uBUy48xNDz0QFAmXtrrFfFIAAAAAALgAo
    aXNzdWVyLWZwckBub3RhdGlvbnMub3BlbnBncC5maWZ0aGhvcnNlbWFuLm5ldDQ2
    NDQ0MDk4MDhDMTcxRTA1NTMxRERFRTA1NENCOEYzMTM0M0NGNDQACgkQBUy48xND
    z0TOBw//UDY7qqzhavYjzvVxQ6ka9PGfBLJcRXhMjpwH5JxR6T0KOqCQkasoXCxm
    NTSzczr0zrtU4Hdtv6tb/E5QfemTpdEfMOtuuKxhQ3jrQNjnqtfDD5ouomrckxMc
    PtB3SsJ0e1BV97ORDEqrym39VQTIaVgxdZwXU5/mcqaboZx8uxv8XjaDURhAU1eY
    z5PDno6bTg/zL7bSSugTnxSPHwokv4FICxaG8rR6y6drbI7hndsx+LL+sXs426O8
    xDzro+deanl3i9kdXxQujhTxJA+7vUTeaCl8rLFs7kOyNxDbCVADYc+Cc0h8Z0xn
    v/xNDYkIMprGcUx2QgW9mwfDgKGxDVtltPwb6oIBsKzrYBF/gVUqM5aym3VquS8n
    +lL7+uA0ZHKMxeQRrCtHCIoDUAhjVarQPqbxIX92tftSIRHU7e8Qfmyo7PdbPs9U
    C4zUUwIwQ6UtRR8OWIKE8IFa+BRxL2/3KCDjDvpK60VUfanRqdF7zcvifFQMw9mq
    J/s/IIY6Unhvk9/6QSKrNiaLnFBOVBZ4E4A5OU6W1KAKvixlH8bmv0XCgrlDr2fx
    /7+Xn8wNA86qPAd9/t6DAVzyjdlis+P6LYzAfrAguWQQS0xkDW+5OQqV3wyKvK1m
    9PRJK4vfmiX5kw+VclGbJM4ToaKOLbSlns/QNhHuRw2RDem0/+s=
    =ai3N
    -----END PGP SIGNATURE-----



Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade the libuv1 packages.","https://security-tracker.debian.org/tracker/source-package/libuv1
https://security-tracker.debian.org/tracker/CVE-2024-24806
https://packages.debian.org/source/bookworm/libuv1
https://packages.debian.org/source/bullseye/libuv1","
Remote package installed : libuv1_1.44.2-1
Should be : libuv1_1.44.2-1+deb12u1
"
"192709","","","None","192.168.30.150","tcp","0","Tukaani XZ Utils Installed (Linux / Unix)","Tukaani XZ Utils is installed on the remote Linux / Unix host.","Tukaani XZ Utils is installed on the remote Linux / Unix host.

XZ Utils consists of several components, including:
  - liblzma
  - xz

Additional information:

  - More paths will be searched and the timeout for the search will be increased
    if 'Perform thorough tests' setting is enabled.

  - The plugin timeout can be set to a custom value other than the
    plugin's default of 30 minutes via the 'timeout.192709' scanner
    setting in Nessus 8.15.1 or later.

    Please see https://docs.tenable.com/nessus/Content/SettingsAdvanced.htm#Custom for more information.","n/a","https://xz.tukaani.org/xz-utils/","
Nessus detected 2 installs of XZ Utils:

  Path          : liblzma5 5.4.1-0.2 (via package manager)
  Version       : 5.4.1
  Managed by OS : True

  Path          : xz-utils 5.4.1-0.2 (via package manager)
  Version       : 5.4.1
  Managed by OS : True
"
"193143","","","None","192.168.30.150","tcp","0","Linux Time Zone Information","Nessus was able to collect and report time zone information from the remote host.","Nessus was able to collect time zone information from the remote
  Linux host.","None","","Via date: CST -0600
Via timedatectl: Time zone: America/Guatemala (CST, -0600)
Via /etc/timezone: America/Guatemala
Via /etc/localtime: CST6
"
"194970","CVE-2022-48624","10.0","High","192.168.30.150","tcp","0","Debian dsa-5679 : less - security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 11 / 12 host has a package installed that is affected by multiple vulnerabilities as referenced in the
dsa-5679 advisory.

    - -------------------------------------------------------------------------
    Debian Security Advisory DSA-5679-1                   security@debian.org
    https://www.debian.org/security/                     Salvatore Bonaccorso
    May 03, 2024                          https://www.debian.org/security/faq
    - -------------------------------------------------------------------------

    Package        : less
    CVE ID         : CVE-2022-48624 CVE-2024-32487
    Debian Bug     : 1064293 1068938 1069681

    Several vulnerabilities were discovered in less, a file pager, which may
    result in the execution of arbitrary commands if a file with a specially
    crafted file name is processed.

    For the oldstable distribution (bullseye), these problems have been fixed
    in version 551-2+deb11u2.

    For the stable distribution (bookworm), these problems have been fixed in
    version 590-2.1~deb12u2.

    We recommend that you upgrade your less packages.

    For the detailed security status of less please refer to its security
    tracker page at:
    https://security-tracker.debian.org/tracker/less

    Further information about Debian Security Advisories, how to apply
    these updates to your system and frequently asked questions can be
    found at: https://www.debian.org/security/

    Mailing list: debian-security-announce@lists.debian.org

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the less packages.","https://security-tracker.debian.org/tracker/source-package/less
https://security-tracker.debian.org/tracker/CVE-2022-48624
https://security-tracker.debian.org/tracker/CVE-2024-32487
https://packages.debian.org/source/bookworm/less
https://packages.debian.org/source/bullseye/less","
Remote package installed : less_590-2
Should be : less_590-2.1~deb12u2
"
"194970","CVE-2024-32487","10.0","High","192.168.30.150","tcp","0","Debian dsa-5679 : less - security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 11 / 12 host has a package installed that is affected by multiple vulnerabilities as referenced in the
dsa-5679 advisory.

    - -------------------------------------------------------------------------
    Debian Security Advisory DSA-5679-1                   security@debian.org
    https://www.debian.org/security/                     Salvatore Bonaccorso
    May 03, 2024                          https://www.debian.org/security/faq
    - -------------------------------------------------------------------------

    Package        : less
    CVE ID         : CVE-2022-48624 CVE-2024-32487
    Debian Bug     : 1064293 1068938 1069681

    Several vulnerabilities were discovered in less, a file pager, which may
    result in the execution of arbitrary commands if a file with a specially
    crafted file name is processed.

    For the oldstable distribution (bullseye), these problems have been fixed
    in version 551-2+deb11u2.

    For the stable distribution (bookworm), these problems have been fixed in
    version 590-2.1~deb12u2.

    We recommend that you upgrade your less packages.

    For the detailed security status of less please refer to its security
    tracker page at:
    https://security-tracker.debian.org/tracker/less

    Further information about Debian Security Advisories, how to apply
    these updates to your system and frequently asked questions can be
    found at: https://www.debian.org/security/

    Mailing list: debian-security-announce@lists.debian.org

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the less packages.","https://security-tracker.debian.org/tracker/source-package/less
https://security-tracker.debian.org/tracker/CVE-2022-48624
https://security-tracker.debian.org/tracker/CVE-2024-32487
https://packages.debian.org/source/bookworm/less
https://packages.debian.org/source/bullseye/less","
Remote package installed : less_590-2
Should be : less_590-2.1~deb12u2
"
"195147","CVE-2024-34397","1.7","Medium","192.168.30.150","tcp","0","Debian dsa-5682 : libglib2.0-0 - security update","The remote Debian host is missing a security-related update.","The remote Debian 11 / 12 host has packages installed that are affected by a vulnerability as referenced in the dsa-5682
advisory.

    - -------------------------------------------------------------------------
    Debian Security Advisory DSA-5682-1                   security@debian.org
    https://www.debian.org/security/                     Salvatore Bonaccorso
    May 07, 2024                          https://www.debian.org/security/faq
    - -------------------------------------------------------------------------

    Package        : glib2.0
    CVE ID         : CVE-2024-34397

    Alicia Boya Garcia reported that the GDBus signal subscriptions in the
    GLib library are prone to a spoofing vulnerability. A local attacker can
    take advantage of this flaw to cause a GDBus-based client to behave
    incorrectly, with an application-dependent impact.

    gnome-shell is updated along with this update to avoid a screencast
    regression after fixing CVE-2024-34397.

    For the oldstable distribution (bullseye), this problem has been fixed
    in version 2.66.8-1+deb11u2.

    For the stable distribution (bookworm), this problem has been fixed in
    version 2.74.6-2+deb12u1.

    We recommend that you upgrade your glib2.0 packages.

    For the detailed security status of glib2.0 please refer to its security
    tracker page at:
    https://security-tracker.debian.org/tracker/glib2.0

    Further information about Debian Security Advisories, how to apply
    these updates to your system and frequently asked questions can be
    found at: https://www.debian.org/security/

    Mailing list: debian-security-announce@lists.debian.org

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade the libglib2.0-0 packages.","https://security-tracker.debian.org/tracker/source-package/glib2.0
https://security-tracker.debian.org/tracker/CVE-2024-34397
https://packages.debian.org/source/bookworm/glib2.0
https://packages.debian.org/source/bullseye/glib2.0","
Remote package installed : libglib2.0-0_2.74.6-2
Should be : libglib2.0-0_2.74.6-2+deb12u1
Remote package installed : libglib2.0-data_2.74.6-2
Should be : libglib2.0-data_2.74.6-2+deb12u1
"
"201213","CVE-2024-6387","7.6","High","192.168.30.150","tcp","0","Debian dsa-5724 : openssh-client - security update","The remote Debian host is missing a security-related update.","The remote Debian 12 host has packages installed that are affected by a vulnerability as referenced in the dsa-5724
advisory.

    - -------------------------------------------------------------------------
    Debian Security Advisory DSA-5724-1                   security@debian.org
    https://www.debian.org/security/                     Salvatore Bonaccorso
    July 01, 2024                         https://www.debian.org/security/faq
    - -------------------------------------------------------------------------

    Package        : openssh
    CVE ID         : CVE-2024-6387

    The Qualys Threat Research Unit (TRU) discovered that OpenSSH, an
    implementation of the SSH protocol suite, is prone to a signal handler
    race condition. If a client does not authenticate within LoginGraceTime
    seconds (120 by default), then sshd's SIGALRM handler is called
    asynchronously and calls various functions that are not
    async-signal-safe. A remote unauthenticated attacker can take advantage
    of this flaw to execute arbitrary code with root privileges. This flaw
    affects sshd in its default configuration.

    Details can be found in the Qualys advisory at
    https://www.qualys.com/2024/07/01/cve-2024-6387/regresshion.txt

    For the stable distribution (bookworm), this problem has been fixed in
    version 1:9.2p1-2+deb12u3.

    We recommend that you upgrade your openssh packages.

    For the detailed security status of openssh please refer to its security
    tracker page at:
    https://security-tracker.debian.org/tracker/openssh

    Further information about Debian Security Advisories, how to apply
    these updates to your system and frequently asked questions can be
    found at: https://www.debian.org/security/

    Mailing list: debian-security-announce@lists.debian.org

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.","Upgrade the openssh-client packages.","https://security-tracker.debian.org/tracker/source-package/openssh
https://security-tracker.debian.org/tracker/CVE-2024-6387
https://packages.debian.org/source/bookworm/openssh","
Remote package installed : openssh-client_1:9.2p1-2+deb12u1
Should be : openssh-client_1:9.2p1-2+deb12u3
Remote package installed : openssh-server_1:9.2p1-2+deb12u1
Should be : openssh-server_1:9.2p1-2+deb12u3
Remote package installed : openssh-sftp-server_1:9.2p1-2+deb12u1
Should be : openssh-sftp-server_1:9.2p1-2+deb12u3
"
"201931","CVE-2024-37370","9.4","Critical","192.168.30.150","tcp","0","Debian dsa-5726 : krb5-admin-server - security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 11 / 12 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dsa-5726 advisory.

    - -------------------------------------------------------------------------
    Debian Security Advisory DSA-5726-1                   security@debian.org
    https://www.debian.org/security/                     Salvatore Bonaccorso
    July 05, 2024                         https://www.debian.org/security/faq
    - -------------------------------------------------------------------------

    Package        : krb5
    CVE ID         : CVE-2024-37370 CVE-2024-37371

    Two vulnerabilities were discovered in the GSS message token handling in
    krb5, the MIT implementation of Kerberos. An attacker can take advantage
    of these flaws to bypass integrity protections or cause a denial of
    service.

    For the oldstable distribution (bullseye), these problems have been fixed
    in version 1.18.3-6+deb11u5.

    For the stable distribution (bookworm), these problems have been fixed in
    version 1.20.1-2+deb12u2.

    We recommend that you upgrade your krb5 packages.

    For the detailed security status of krb5 please refer to its security
    tracker page at:
    https://security-tracker.debian.org/tracker/krb5

    Further information about Debian Security Advisories, how to apply
    these updates to your system and frequently asked questions can be
    found at: https://www.debian.org/security/

    Mailing list: debian-security-announce@lists.debian.org

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the krb5-admin-server packages.","https://security-tracker.debian.org/tracker/source-package/krb5
https://security-tracker.debian.org/tracker/CVE-2024-37370
https://security-tracker.debian.org/tracker/CVE-2024-37371
https://packages.debian.org/source/bookworm/krb5
https://packages.debian.org/source/bullseye/krb5","
Remote package installed : krb5-locales_1.20.1-2+deb12u1
Should be : krb5-locales_1.20.1-2+deb12u2
Remote package installed : libgssapi-krb5-2_1.20.1-2+deb12u1
Should be : libgssapi-krb5-2_1.20.1-2+deb12u2
Remote package installed : libk5crypto3_1.20.1-2+deb12u1
Should be : libk5crypto3_1.20.1-2+deb12u2
Remote package installed : libkrb5-3_1.20.1-2+deb12u1
Should be : libkrb5-3_1.20.1-2+deb12u2
Remote package installed : libkrb5support0_1.20.1-2+deb12u1
Should be : libkrb5support0_1.20.1-2+deb12u2
"
"201931","CVE-2024-37371","9.4","Critical","192.168.30.150","tcp","0","Debian dsa-5726 : krb5-admin-server - security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 11 / 12 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dsa-5726 advisory.

    - -------------------------------------------------------------------------
    Debian Security Advisory DSA-5726-1                   security@debian.org
    https://www.debian.org/security/                     Salvatore Bonaccorso
    July 05, 2024                         https://www.debian.org/security/faq
    - -------------------------------------------------------------------------

    Package        : krb5
    CVE ID         : CVE-2024-37370 CVE-2024-37371

    Two vulnerabilities were discovered in the GSS message token handling in
    krb5, the MIT implementation of Kerberos. An attacker can take advantage
    of these flaws to bypass integrity protections or cause a denial of
    service.

    For the oldstable distribution (bullseye), these problems have been fixed
    in version 1.18.3-6+deb11u5.

    For the stable distribution (bookworm), these problems have been fixed in
    version 1.20.1-2+deb12u2.

    We recommend that you upgrade your krb5 packages.

    For the detailed security status of krb5 please refer to its security
    tracker page at:
    https://security-tracker.debian.org/tracker/krb5

    Further information about Debian Security Advisories, how to apply
    these updates to your system and frequently asked questions can be
    found at: https://www.debian.org/security/

    Mailing list: debian-security-announce@lists.debian.org

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the krb5-admin-server packages.","https://security-tracker.debian.org/tracker/source-package/krb5
https://security-tracker.debian.org/tracker/CVE-2024-37370
https://security-tracker.debian.org/tracker/CVE-2024-37371
https://packages.debian.org/source/bookworm/krb5
https://packages.debian.org/source/bullseye/krb5","
Remote package installed : krb5-locales_1.20.1-2+deb12u1
Should be : krb5-locales_1.20.1-2+deb12u2
Remote package installed : libgssapi-krb5-2_1.20.1-2+deb12u1
Should be : libgssapi-krb5-2_1.20.1-2+deb12u2
Remote package installed : libk5crypto3_1.20.1-2+deb12u1
Should be : libk5crypto3_1.20.1-2+deb12u2
Remote package installed : libkrb5-3_1.20.1-2+deb12u1
Should be : libkrb5-3_1.20.1-2+deb12u2
Remote package installed : libkrb5support0_1.20.1-2+deb12u1
Should be : libkrb5support0_1.20.1-2+deb12u2
"
"204745","CVE-2024-0760","7.8","High","192.168.30.150","tcp","0","Debian dsa-5734 : bind9 - security update","The remote Debian host is missing one or more security-related updates.","The remote Debian 11 / 12 host has packages installed that are affected by multiple vulnerabilities as referenced in the
dsa-5734 advisory.

    - -------------------------------------------------------------------------
    Debian Security Advisory DSA-5734-1                   security@debian.org
    https://www.debian.org/security/                     Salvatore Bonaccorso
    July 25, 2024                         https://www.debian.org/security/faq
    - -------------------------------------------------------------------------

    Package        : bind9
    CVE ID         : CVE-2024-0760 CVE-2024-1737 CVE-2024-1975 CVE-2024-4076

    Several vulnerabilities were discovered in BIND, a DNS server
    implementation, which may result in denial of service.

    To mitigate CVE-2024-1737 two new configuration statements have been
    added to allow operators of secondary servers and recursive resolvers to
    set an upper bound on the growth of data in their zones or caches.
    Details can be found at:
    https://kb.isc.org/docs/rrset-limits-in-zones

    For the oldstable distribution (bullseye), these problems have been
    fixed in version 1:9.16.50-1~deb11u1. For the oldstable distribution
    (bullseye) the limits to mitigate CVE-2024-1737 are hardcoded and not
    configurable.

    For the stable distribution (bookworm), these problems have been fixed in
    version 1:9.18.28-1~deb12u1.

    We recommend that you upgrade your bind9 packages.

    For the detailed security status of bind9 please refer to its security
    tracker page at:
    https://security-tracker.debian.org/tracker/bind9

    Further information about Debian Security Advisories, how to apply
    these updates to your system and frequently asked questions can be
    found at: https://www.debian.org/security/

    Mailing list: debian-security-announce@lists.debian.org

Tenable has extracted the preceding description block directly from the Debian security advisory.

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade the bind9 packages.","https://security-tracker.debian.org/tracker/source-package/bind9
https://security-tracker.debian.org/tracker/CVE-2024-0760
https://security-tracker.debian.org/tracker/CVE-2024-1737
https://security-tracker.debian.org/tracker/CVE-2024-1975
https://security-tracker.debian.org/tracker/CVE-2024-4076
https://packages.debian.org/source/bookworm/bind9
https://packages.debian.org/source/bullseye/bind9","
Remote package installed : bind9-dnsutils_1:9.18.19-1~deb12u1
Should be : bind9-dnsutils_1:9.18.28-1~deb12u1
Remote package installed : bind9-host_1:9.18.19-1~deb12u1
Should be : bind9-host_1:9.18.28-1~deb12u1
Remote package installed : bind9-libs_1:9.18.19-1~deb12u1
Should be : bind9-libs_1:9.18.28-1~deb12u1
"
